"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"256","TLM036","COEI",1994-05-30,"TLM",3,72.5,50.2,NA,0,0,0,NA,"1994"
"257","TLM036","COEI",1994-05-30,"TLM",4,71.9,48.4,NA,0,0,0,NA,"1994"
"258","TLM036","COEI",1994-05-30,"TLM",5,72.4,50.3,NA,0,0,0,NA,"1994"
"259","TLM036","COEI",1994-05-30,"TLM",6,72.3,51.6,NA,0,0,0,NA,"1994"
"260","TLM037","COEI",1994-05-30,"TLM",1,76.5,51.2,NA,0,0,0,NA,"1994"
"261","TLM037","COEI",1994-05-30,"TLM",2,75.3,52.1,NA,0,0,0,NA,"1994"
"262","TLM037","COEI",1994-05-30,"TLM",3,75.3,51.5,NA,0,0,0,NA,"1994"
"263","TLM037","COEI",1994-05-30,"TLM",4,77.3,51.6,NA,0,0,0,NA,"1994"
"264","TLM037","COEI",1994-05-30,"TLM",5,74.7,51.5,NA,0,0,0,NA,"1994"
"265","TLM038","COEI",1994-05-30,"TLM",1,70.6,50.2,NA,0,0,0,NA,"1994"
"266","TLM038","COEI",1994-05-30,"TLM",2,71.3,49.1,NA,0,0,0,NA,"1994"
"267","TLM038","COEI",1994-05-30,"TLM",3,72.8,49.7,NA,0,0,0,NA,"1994"
"268","TLM038","COEI",1994-05-30,"TLM",4,72.5,50,NA,0,0,0,NA,"1994"
"269","TLM039","COEI",1994-05-30,"TLM",1,76.1,49.7,NA,0,0,0,NA,"1994"
"270","TLM039","COEI",1994-05-30,"TLM",2,76.1,51.8,NA,0,0,0,NA,"1994"
"271","TLM039","COEI",1994-05-30,"TLM",3,74.6,50.4,NA,0,0,0,NA,"1994"
"272","TLM039","COEI",1994-05-30,"TLM",4,76.1,50.5,NA,0,0,0,NA,"1994"
"273","TLM039","COEI",1994-05-30,"TLM",5,75.4,50.4,NA,0,0,0,NA,"1994"
"274","TLM040","COEI",1994-05-30,"TLM",1,76.8,51.4,NA,0,0,0,NA,"1994"
"275","TLM040","COEI",1994-05-30,"TLM",2,77.7,51.3,NA,0,0,0,NA,"1994"
"276","TLM040","COEI",1994-05-30,"TLM",3,79.7,52.6,NA,0,0,0,NA,"1994"
"277","TLM040","COEI",1994-05-30,"TLM",4,75.5,49.7,NA,0,0,0,NA,"1994"
"278","TLM040","COEI",1994-05-30,"TLM",5,76.8,52.9,NA,0,0,0,NA,"1994"
"279","TLM041","COEI",1994-05-30,"TLM",1,75.9,50.4,NA,0,0,0,NA,"1994"
"280","TLM041","COEI",1994-05-30,"TLM",2,73.4,51.5,NA,0,0,0,NA,"1994"
"281","TLM041","COEI",1994-05-30,"TLM",3,74.2,48.6,NA,0,0,0,NA,"1994"
"282","TLM041","COEI",1994-05-30,"TLM",4,75.2,48.9,NA,0,0,0,NA,"1994"
"283","TLM041","COEI",1994-05-30,"TLM",5,73.5,48.7,NA,0,0,0,NA,"1994"
"284","TLM041","COEI",1994-05-30,"TLM",6,72.4,51.3,NA,0,0,0,NA,"1994"
"285","TLM041","COEI",1994-05-30,"TLM",7,73.2,48.6,NA,0,0,0,NA,"1994"
"286","TLM041","COEI",1994-05-30,"TLM",8,75.2,49.6,NA,0,0,0,NA,"1994"
"287","TLM041","COEI",1994-05-30,"TLM",9,76.4,49.4,NA,0,0,0,NA,"1994"
"288","TLM041","COEI",1994-05-30,"TLM",10,74.4,49.6,NA,0,0,0,NA,"1994"
"289","ADS014","SPEI",1994-05-30,"ADS",1,67.6,45,NA,0,0,0,NA,"1994"
"290","ADS014","SPEI",1994-05-30,"ADS",2,71.3,45,NA,0,0,0,NA,"1994"
"291","ADS014","SPEI",1994-05-30,"ADS",3,71.8,45.5,NA,0,0,0,NA,"1994"
"292","ADS014","SPEI",1994-05-30,"ADS",4,69.3,45.4,NA,0,0,0,NA,"1994"
"293","ADS014","SPEI",1994-05-30,"ADS",5,69,45.4,NA,0,0,0,NA,"1994"
"294","ADS014","SPEI",1994-05-30,"ADS",6,70,44.4,NA,0,0,0,NA,"1994"
"295","ADS017","SPEI",1994-05-30,"ADS",1,69.2,44.5,NA,0,0,0,NA,"1994"
"296","ADS017","SPEI",1994-05-30,"ADS",2,68.6,45.5,NA,0,0,0,NA,"1994"
"297","ADS017","SPEI",1994-05-30,"ADS",3,68,45,NA,0,0,0,NA,"1994"
"298","ADS017","SPEI",1994-05-30,"ADS",4,64.9,46,NA,0,0,0,NA,"1994"
"299","ADS017","SPEI",1994-05-30,"ADS",5,68.3,45,NA,0,0,0,NA,"1994"
"300","ADS017","SPEI",1994-05-30,"ADS",6,68.3,46.1,NA,0,0,0,NA,"1994"
"301","ADS022","SPEI",1994-05-30,"ADS",1,61,44.4,NA,0,0,0,NA,"1994"
"302","ADS022","SPEI",1994-05-30,"ADS",2,62.5,45.7,NA,0,0,0,NA,"1994"
"303","ADS022","SPEI",1994-05-30,"ADS",3,64,46.6,NA,0,0,0,NA,"1994"
"304","ADS022","SPEI",1994-05-30,"ADS",4,64.4,47,NA,0,0,0,NA,"1994"
"305","ADS022","SPEI",1994-05-30,"ADS",5,61,45.5,NA,0,0,0,NA,"1994"
"306","ADS015","COEI",1994-05-30,"ADS",1,73.3,51,NA,0,0,0,NA,"1994"
"307","ADS015","COEI",1994-05-30,"ADS",2,74.4,51.8,NA,0,0,0,NA,"1994"
"308","ADS015","COEI",1994-05-30,"ADS",3,75.5,50.6,NA,0,0,0,NA,"1994"
"309","ADS015","COEI",1994-05-30,"ADS",4,75,52.6,NA,0,0,0,NA,"1994"
"310","ADS015","COEI",1994-05-30,"ADS",5,81.4,49,NA,0,0,0,NA,"1994"
"311","ADS016","COEI",1994-05-30,"ADS",1,77,51,NA,0,0,0,NA,"1994"
"312","ADS016","COEI",1994-05-30,"ADS",2,74.4,46.9,NA,0,0,0,NA,"1994"
"313","ADS018","COEI",1994-05-30,"ADS",1,71.4,51.2,NA,0,0,0,NA,"1994"
"314","ADS018","COEI",1994-05-30,"ADS",2,73.4,52.1,NA,0,0,0,NA,"1994"
"315","ADS018","COEI",1994-05-30,"ADS",3,74.8,51.7,NA,0,0,0,NA,"1994"
"316","ADS018","COEI",1994-05-30,"ADS",4,76,51.1,NA,0,0,0,NA,"1994"
"317","ADS018","COEI",1994-05-30,"ADS",5,76.4,51.3,NA,0,0,0,NA,"1994"
"318","ADS019","COEI",1994-05-30,"ADS",1,76.2,51,NA,0,0,0,NA,"1994"
"319","ADS019","COEI",1994-05-30,"ADS",2,71.4,49,NA,0,0,0,NA,"1994"
"320","ADS019","COEI",1994-05-30,"ADS",3,74.6,50.3,NA,0,0,0,NA,"1994"
"321","ADS019","COEI",1994-05-30,"ADS",4,71,50,NA,0,0,0,NA,"1994"
"322","ADS019","COEI",1994-05-30,"ADS",5,71.6,49.8,NA,0,0,0,NA,"1994"
"323","ADS020","COEI",1994-05-30,"ADS",1,79.4,50.1,NA,0,0,0,NA,"1994"
"324","ADS020","COEI",1994-05-30,"ADS",2,77.4,49.4,NA,0,0,0,NA,"1994"
"325","ADS020","COEI",1994-05-30,"ADS",3,81,48.5,NA,0,0,0,NA,"1994"
"326","ADS020","COEI",1994-05-30,"ADS",4,77.7,50,NA,0,0,0,NA,"1994"
"327","ADS020","COEI",1994-05-30,"ADS",5,75,50,NA,0,0,0,NA,"1994"
"328","ADS020","COEI",1994-05-30,"ADS",6,75,48,NA,0,0,0,NA,"1994"
"329","ADS021","COEI",1994-05-30,"ADS",1,75.5,48.3,NA,0,0,0,NA,"1994"
"330","ADS021","COEI",1994-05-30,"ADS",2,78.1,50.3,NA,0,0,0,NA,"1994"
"331","ADS021","COEI",1994-05-30,"ADS",3,78,50,NA,0,0,0,NA,"1994"
"332","ADS021","COEI",1994-05-30,"ADS",4,73.1,48.5,NA,0,0,0,NA,"1994"
"333","ADS021","COEI",1994-05-30,"ADS",5,78,50.4,NA,0,0,0,NA,"1994"
"334","ADS021","COEI",1994-05-30,"ADS",6,72.5,50.2,NA,0,0,0,NA,"1994"
"335","ADS021","COEI",1994-05-30,"ADS",7,71.8,49.4,NA,0,0,0,NA,"1994"
"336","ADS023","COEI",1994-05-30,"ADS",1,73,50,NA,0,0,0,NA,"1994"
"337","ADS023","COEI",1994-05-30,"ADS",2,74.4,49.9,NA,0,0,0,NA,"1994"
"338","ADS023","COEI",1994-05-30,"ADS",3,73.7,50.7,NA,0,0,0,NA,"1994"
"339","ADS023","COEI",1994-05-30,"ADS",4,75,49.1,NA,0,0,0,NA,"1994"
"340","ADS023","COEI",1994-05-30,"ADS",5,73.7,50.7,NA,0,0,0,NA,"1994"
"341","ADS023","COEI",1994-05-30,"ADS",6,73.3,50,NA,0,0,0,NA,"1994"
"342","TLM045","SPEI",1994-05-31,"TLM",1,62.9,46.3,NA,0,0,0,NA,"1994"
"343","TLM045","SPEI",1994-05-31,"TLM",2,64.3,45.6,NA,0,0,0,NA,"1994"
"344","TLM045","SPEI",1994-05-31,"TLM",3,68.7,45.9,NA,0,0,0,NA,"1994"
"345","TLM045","SPEI",1994-05-31,"TLM",4,64.7,46.2,NA,0,0,0,NA,"1994"
"346","TLM045","SPEI",1994-05-31,"TLM",5,64.6,46.1,NA,0,0,0,NA,"1994"
"347","TLM046","SPEI",1994-05-31,"TLM",1,65.8,48,NA,0,0,0,NA,"1994"
"348","TLM046","SPEI",1994-05-31,"TLM",2,65,46.9,NA,0,0,0,NA,"1994"
"349","TLM046","SPEI",1994-05-31,"TLM",3,67.7,47,NA,0,0,0,NA,"1994"
"350","TLM046","SPEI",1994-05-31,"TLM",4,68.3,46.9,NA,0,0,0,NA,"1994"
"351","TLM046","SPEI",1994-05-31,"TLM",5,67.2,46.7,NA,0,0,0,NA,"1994"
"352","TLM046","SPEI",1994-05-31,"TLM",6,67.4,46.8,NA,0,0,0,NA,"1994"
"353","TLM047","SPEI",1994-05-31,"TLM",1,67.3,44.1,NA,0,0,0,NA,"1994"
"354","TLM047","SPEI",1994-05-31,"TLM",2,68.1,45.6,NA,0,0,0,NA,"1994"
"355","TLM047","SPEI",1994-05-31,"TLM",3,71.1,45.6,NA,0,0,0,NA,"1994"
"356","TLM047","SPEI",1994-05-31,"TLM",4,70,45.8,NA,0,0,0,NA,"1994"
"357","TLM047","SPEI",1994-05-31,"TLM",5,74.5,44.5,NA,0,0,0,NA,"1994"
"358","TLM047","SPEI",1994-05-31,"TLM",6,70.8,45.1,NA,0,0,0,NA,"1994"
"359","TLM044","COEI",1994-05-31,"TLM",1,69.2,50.9,NA,0,0,0,NA,"1994"
"360","TLM044","COEI",1994-05-31,"TLM",2,70.4,50.9,NA,0,0,0,NA,"1994"
"361","TLM044","COEI",1994-05-31,"TLM",3,74.6,51.5,NA,0,0,0,NA,"1994"
"362","TLM044","COEI",1994-05-31,"TLM",4,74.6,52.1,NA,0,0,0,NA,"1994"
"363","TLM044","COEI",1994-05-31,"TLM",5,73.9,51.7,NA,0,0,0,NA,"1994"
"364","TLM044","COEI",1994-05-31,"TLM",6,70.8,50.4,NA,0,0,0,NA,"1994"
"365","TLM048","COEI",1994-05-31,"TLM",1,80,52.9,NA,0,0,0,NA,"1994"
"366","TLM048","COEI",1994-05-31,"TLM",2,75.2,50.9,NA,0,0,0,NA,"1994"
"367","TLM048","COEI",1994-05-31,"TLM",3,76.7,51.6,NA,0,0,0,NA,"1994"
"368","TLM048","COEI",1994-05-31,"TLM",4,77.5,51.4,NA,0,0,0,NA,"1994"
"369","TLM048","COEI",1994-05-31,"TLM",5,75.8,52.2,NA,0,0,0,NA,"1994"
"370","TLM049","COEI",1994-05-31,"TLM",1,74.3,48.6,NA,0,0,0,NA,"1994"
"371","TLM049","COEI",1994-05-31,"TLM",2,77.6,47.9,NA,0,0,0,NA,"1994"
"372","TLM049","COEI",1994-05-31,"TLM",3,78.8,48.9,NA,0,0,0,NA,"1994"
"373","TLM049","COEI",1994-05-31,"TLM",4,77.7,49.3,NA,0,0,0,NA,"1994"
"374","TLM049","COEI",1994-05-31,"TLM",5,77.6,49.7,NA,0,0,0,NA,"1994"
"375","TLM049","COEI",1994-05-31,"TLM",6,79.4,49.6,NA,0,0,0,NA,"1994"
"376","TLM049","COEI",1994-05-31,"TLM",7,80.4,49.7,NA,0,0,0,NA,"1994"
"377","TLM051","SPEI",1994-06-01,"TLM",1,68.1,45.3,NA,0,0,0,NA,"1994"
"378","TLM051","SPEI",1994-06-01,"TLM",2,66.6,44.8,NA,0,0,0,NA,"1994"
"379","TLM051","SPEI",1994-06-01,"TLM",3,67.6,44.9,NA,0,0,0,NA,"1994"
"380","TLM051","SPEI",1994-06-01,"TLM",4,67.5,44.4,NA,0,0,0,NA,"1994"
"381","TLM051","SPEI",1994-06-01,"TLM",5,67.9,45.1,NA,0,0,0,NA,"1994"
"382","TLM051","SPEI",1994-06-01,"TLM",6,67,45.5,NA,0,0,0,NA,"1994"
"383","ADS024","COEI",1994-06-01,"ADS",1,73.5,49.4,NA,0,0,0,NA,"1994"
"384","ADS024","COEI",1994-06-01,"ADS",2,75,48.8,NA,0,0,0,NA,"1994"
"385","ADS024","COEI",1994-06-01,"ADS",3,75.2,49,NA,0,0,0,NA,"1994"
"386","ADS024","COEI",1994-06-01,"ADS",4,74.9,49,NA,0,0,0,NA,"1994"
"387","ADS024","COEI",1994-06-01,"ADS",5,75.7,84.4,NA,0,0,0,NA,"1994"
"388","ADS024","COEI",1994-06-01,"ADS",6,71.7,48.3,NA,0,0,0,NA,"1994"
"389","TLM004","SPEI",1994-06-02,"TLM",6,66.9,46.9,NA,0,0,0,1994-06-15,"1994"
"390","TLM052","SPEI",1994-06-02,"TLM",1,67.2,43.8,NA,0,0,0,NA,"1994"
"391","TLM052","SPEI",1994-06-02,"TLM",2,66.6,44.2,NA,0,0,0,NA,"1994"
"392","TLM053","SPEI",1994-06-02,"TLM",1,69.8,46,NA,0,0,0,NA,"1994"
"393","TLM053","SPEI",1994-06-02,"TLM",2,70.3,45.7,NA,0,0,0,NA,"1994"
"394","TLM053","SPEI",1994-06-02,"TLM",3,72.4,45.1,NA,0,0,0,NA,"1994"
"395","TLM053","SPEI",1994-06-02,"TLM",4,68.3,45.4,NA,0,0,0,NA,"1994"
"396","TLM053","SPEI",1994-06-02,"TLM",5,71.8,45.4,NA,0,0,0,NA,"1994"
"397","TLM053","SPEI",1994-06-02,"TLM",6,71.4,45.3,NA,0,0,0,NA,"1994"
"398","ADS025","SPEI",1994-06-02,"ADS",1,68.4,45,NA,0,0,0,NA,"1994"
"399","ADS025","SPEI",1994-06-02,"ADS",2,64.6,45.7,NA,0,0,0,NA,"1994"
"400","ADS025","SPEI",1994-06-02,"ADS",3,64.1,45,NA,0,0,0,NA,"1994"
"401","ADS025","SPEI",1994-06-02,"ADS",4,64.8,44,NA,0,0,0,NA,"1994"
"402","ADS025","SPEI",1994-06-02,"ADS",5,67.2,44.1,NA,0,0,0,NA,"1994"
"403","ADS025","SPEI",1994-06-02,"ADS",6,66.6,45.2,NA,0,0,0,NA,"1994"
"404","ADS001","SPEI",1994-06-02,"ADS",4,65.8,45.7,NA,0,0,0,NA,"1994"
"405","ADS001","SPEI",1994-06-02,"ADS",5,66.6,46.2,NA,0,0,0,NA,"1994"
"406","ADS001","SPEI",1994-06-02,"ADS",6,68.3,45.7,NA,0,0,0,NA,"1994"
"407","TLM054","SPEI",1994-06-03,"TLM",1,68.1,45.8,NA,0,0,0,NA,"1994"
"408","TLM054","SPEI",1994-06-03,"TLM",2,67,44.8,NA,0,0,0,NA,"1994"
"409","TLM055","COEI",1994-06-03,"TLM",1,80.5,51,NA,0,0,0,NA,"1994"
"410","TLM055","COEI",1994-06-03,"TLM",2,80.8,51.6,NA,0,0,0,NA,"1994"
"411","TLM055","COEI",1994-06-03,"TLM",3,78.9,51.4,NA,0,0,0,NA,"1994"
"412","TLM055","COEI",1994-06-03,"TLM",4,83.8,51.6,NA,0,0,0,NA,"1994"
"413","TLM056","COEI",1994-06-03,"TLM",1,74.5,50.2,NA,0,0,0,NA,"1994"
"414","TLM056","COEI",1994-06-03,"TLM",2,71.6,47,NA,0,0,0,NA,"1994"
"415","TLM056","COEI",1994-06-03,"TLM",3,71.2,49.3,NA,0,0,0,NA,"1994"
"416","TLM056","COEI",1994-06-03,"TLM",4,73.4,51.2,NA,0,0,0,NA,"1994"
"417","TLM057","COEI",1994-06-03,"TLM",1,76.3,49.5,NA,0,0,0,NA,"1994"
"418","TLM057","COEI",1994-06-03,"TLM",2,75.8,49.8,NA,0,0,0,NA,"1994"
"419","TLM057","COEI",1994-06-03,"TLM",3,73.8,48.4,NA,0,0,0,NA,"1994"
"420","TLM057","COEI",1994-06-03,"TLM",4,71.7,48.7,NA,0,0,0,NA,"1994"
"421","TLM058","COEI",1994-06-03,"TLM",1,69.7,50,NA,0,0,0,NA,"1994"
"422","TLM058","COEI",1994-06-03,"TLM",2,73.5,49.9,NA,0,0,0,NA,"1994"
"423","TLM058","COEI",1994-06-03,"TLM",3,78,48.6,NA,0,0,0,NA,"1994"
"424","TLM058","COEI",1994-06-03,"TLM",4,76.3,50,NA,0,0,0,NA,"1994"
"425","TLM058","COEI",1994-06-03,"TLM",5,74.2,50,NA,0,0,0,NA,"1994"
"426","TLM058","COEI",1994-06-03,"TLM",6,75,49.7,NA,0,0,0,NA,"1994"
"427","TLM059","COEI",1994-06-03,"TLM",1,77.5,49.1,NA,0,0,0,NA,"1994"
"428","TLM059","COEI",1994-06-03,"TLM",2,77.7,49.2,NA,0,0,0,NA,"1994"
"429","TLM060","COEI",1994-06-03,"TLM",1,74.7,51.6,NA,0,0,0,NA,"1994"
"430","TLM060","COEI",1994-06-03,"TLM",2,76.8,48.4,NA,0,0,0,NA,"1994"
"431","TLM060","COEI",1994-06-03,"TLM",3,75.5,51.2,NA,0,0,0,NA,"1994"
"432","TLM060","COEI",1994-06-03,"TLM",4,75.5,51.3,NA,0,0,0,NA,"1994"
"433","TLM061","COEI",1994-06-03,"TLM",1,80.6,48.8,NA,0,0,0,NA,"1994"
"434","TLM061","COEI",1994-06-03,"TLM",2,79.4,48.9,NA,0,0,0,NA,"1994"
"435","TLM061","COEI",1994-06-03,"TLM",3,79.4,48.9,NA,0,0,0,NA,"1994"
"436","TLM061","COEI",1994-06-03,"TLM",4,81.8,49,NA,0,0,0,NA,"1994"
"437","TLM061","COEI",1994-06-03,"TLM",5,79.6,48.5,NA,0,0,0,NA,"1994"
"438","TLM062","COEI",1994-06-03,"TLM",1,77.8,51.4,NA,0,0,0,NA,"1994"
"439","TLM062","COEI",1994-06-03,"TLM",2,76.7,51.4,NA,0,0,0,NA,"1994"
"440","TLM062","COEI",1994-06-03,"TLM",3,76,49.8,NA,0,0,0,NA,"1994"
"441","TLM062","COEI",1994-06-03,"TLM",4,76.3,52,NA,0,0,0,NA,"1994"
"442","TLM062","COEI",1994-06-03,"TLM",5,71.5,51.6,NA,0,0,0,NA,"1994"
"443","TLM062","COEI",1994-06-03,"TLM",6,75.9,50.5,NA,0,0,0,NA,"1994"
"444","TLM063","COEI",1994-06-03,"TLM",1,76,51.9,NA,0,0,0,NA,"1994"
"445","TLM063","COEI",1994-06-03,"TLM",2,74.5,48.5,NA,0,0,0,NA,"1994"
"446","TLM063","COEI",1994-06-03,"TLM",3,74.9,51.6,NA,0,0,0,NA,"1994"
"447","TLM063","COEI",1994-06-03,"TLM",4,76.4,51.6,NA,0,0,0,NA,"1994"
"448","TLM063","COEI",1994-06-03,"TLM",5,74.6,50.3,NA,0,0,0,NA,"1994"
"449","TLM064","COEI",1994-06-03,"TLM",1,74.7,50.5,NA,0,0,0,NA,"1994"
"450","TLM064","COEI",1994-06-03,"TLM",2,72.4,49.1,NA,0,0,0,NA,"1994"
"451","TLM064","COEI",1994-06-03,"TLM",3,74.2,48.8,NA,0,0,0,NA,"1994"
"452","TLM064","COEI",1994-06-03,"TLM",4,73.3,49.1,NA,0,0,0,NA,"1994"
"453","TLM064","COEI",1994-06-03,"TLM",5,73.8,49.1,NA,0,0,0,NA,"1994"
"454","TLM064","COEI",1994-06-03,"TLM",6,72.3,49.1,NA,0,0,0,NA,"1994"
"455","TLM064","COEI",1994-06-03,"TLM",7,73.3,49.6,NA,0,0,0,NA,"1994"
"456","TLM065","COEI",1994-06-03,"TLM",1,78.2,48.9,NA,0,0,0,NA,"1994"
"457","TLM065","COEI",1994-06-03,"TLM",2,77.8,49.5,NA,0,0,0,NA,"1994"
"458","TLM065","COEI",1994-06-03,"TLM",3,78.2,48.9,NA,0,0,0,NA,"1994"
"459","TLM065","COEI",1994-06-03,"TLM",4,78,48.7,NA,0,0,0,NA,"1994"
"460","TLM065","COEI",1994-06-03,"TLM",5,74.2,49.5,NA,0,0,0,NA,"1994"
"461","TLM065","COEI",1994-06-03,"TLM",6,77.7,49.6,NA,0,0,0,NA,"1994"
"462","TLM066","COEI",1994-06-03,"TLM",1,74.3,48.9,NA,0,0,0,NA,"1994"
"463","TLM066","COEI",1994-06-03,"TLM",2,75.5,50.6,NA,0,0,0,NA,"1994"
"464","TLM066","COEI",1994-06-03,"TLM",3,77.4,49.7,NA,0,0,0,NA,"1994"
"465","TLM066","COEI",1994-06-03,"TLM",4,77.8,50.7,NA,0,0,0,NA,"1994"
"466","TLM066","COEI",1994-06-03,"TLM",5,77.4,49.7,NA,0,0,0,NA,"1994"
"467","TLM066","COEI",1994-06-03,"TLM",6,77.4,50.3,NA,0,0,0,NA,"1994"
"468","TLM067","SPEI",1994-06-03,"TLM",1,68.3,47.1,NA,0,0,0,NA,"1994"
"469","TLM067","SPEI",1994-06-03,"TLM",2,66.2,46,NA,0,0,0,NA,"1994"
"470","TLM067","SPEI",1994-06-03,"TLM",3,69.2,45.5,NA,0,0,0,NA,"1994"
"471","TLM067","SPEI",1994-06-03,"TLM",4,68.3,47.2,NA,0,0,0,NA,"1994"
"472","TLM067","SPEI",1994-06-03,"TLM",5,66.9,46.9,NA,0,0,0,NA,"1994"
"473","TLM068","COEI",1994-06-03,"TLM",1,72.4,49.1,NA,0,0,0,NA,"1994"
"474","TLM068","COEI",1994-06-03,"TLM",2,70.5,45,NA,0,0,0,NA,"1994"
"475","TLM068","COEI",1994-06-03,"TLM",3,74.3,47.4,NA,0,0,0,NA,"1994"
"476","TLM068","COEI",1994-06-03,"TLM",4,70.5,48.9,NA,0,0,0,NA,"1994"
"477","TLM068","COEI",1994-06-03,"TLM",5,71.7,49.1,NA,0,0,0,NA,"1994"
"478","TLM069","COEI",1994-06-03,"TLM",1,77.9,51.2,NA,0,0,0,NA,"1994"
"479","TLM069","COEI",1994-06-03,"TLM",2,77.6,50.2,NA,0,0,0,NA,"1994"
"480","TLM069","COEI",1994-06-03,"TLM",3,78.3,49.9,NA,0,0,0,NA,"1994"
"481","TLM069","COEI",1994-06-03,"TLM",4,79,48.7,NA,0,0,0,NA,"1994"
"482","TLM069","COEI",1994-06-03,"TLM",5,80.3,50.1,NA,0,0,0,NA,"1994"
"483","TLM069","COEI",1994-06-03,"TLM",6,76.1,48.9,NA,0,0,0,NA,"1994"
"484","TLM070","SPEI",1994-06-03,"TLM",1,64.7,46.6,NA,0,0,0,NA,"1994"
"485","TLM070","SPEI",1994-06-03,"TLM",2,65.3,46,NA,0,0,0,NA,"1994"
"486","TLM070","SPEI",1994-06-03,"TLM",3,65.7,47.2,NA,0,0,0,NA,"1994"
"487","TLM070","SPEI",1994-06-03,"TLM",4,64.9,47,NA,0,0,0,NA,"1994"
"488","TLM070","SPEI",1994-06-03,"TLM",5,65.1,47.3,NA,0,0,0,NA,"1994"
"489","TLM070","SPEI",1994-06-03,"TLM",6,64.6,45.8,NA,0,0,0,NA,"1994"
"490","TLM005","COEI",1994-06-03,"TLM",6,72.1,49.1,NA,0,0,0,NA,"1994"
"491","TLM007","SPEI",1994-06-03,"TLM",6,69.8,44.8,NA,0,0,0,NA,"1994"
"492","TLM008","COEI",1994-06-03,"TLM",6,76.8,52.7,NA,0,0,0,NA,"1994"
"493","ADS026","COEI",1994-06-03,"ADS",1,73.6,48,NA,0,0,0,NA,"1994"
"494","TLM071","SPEI",1994-06-04,"TLM",1,66.4,46.2,NA,0,0,0,NA,"1994"
"495","TLM071","SPEI",1994-06-04,"TLM",2,68.6,44.4,NA,0,0,0,NA,"1994"
"496","TLM071","SPEI",1994-06-04,"TLM",3,65.4,44.7,NA,0,0,0,NA,"1994"
"497","TLM071","SPEI",1994-06-04,"TLM",4,65.6,44.7,NA,0,0,0,NA,"1994"
"498","TLM071","SPEI",1994-06-04,"TLM",5,64.9,44.7,NA,0,0,0,NA,"1994"
"499","TLM073","SPEI",1994-06-04,"TLM",1,67.1,48.6,NA,0,0,0,NA,"1994"
"500","TLM073","SPEI",1994-06-04,"TLM",2,63.4,47.6,NA,0,0,0,NA,"1994"
"501","TLM073","SPEI",1994-06-04,"TLM",3,65.9,48.3,NA,0,0,0,NA,"1994"
"502","TLM073","SPEI",1994-06-04,"TLM",4,64.5,46.6,NA,0,0,0,NA,"1994"
"503","TLM073","SPEI",1994-06-04,"TLM",5,67.1,46.2,NA,0,0,0,NA,"1994"
"504","TLM074","SPEI",1994-06-04,"TLM",1,69.9,45.8,NA,0,0,0,NA,"1994"
"505","TLM074","SPEI",1994-06-04,"TLM",2,74.5,44.4,NA,0,0,0,NA,"1994"
"506","TLM074","SPEI",1994-06-04,"TLM",3,75.4,46.2,NA,0,0,0,NA,"1994"
"507","TLM074","SPEI",1994-06-04,"TLM",4,72.7,45.9,NA,0,0,0,NA,"1994"
"508","TLM074","SPEI",1994-06-04,"TLM",5,72.7,45.7,NA,0,0,0,NA,"1994"
"509","TLM072","COEI",1994-06-04,"TLM",1,77.3,51.7,NA,0,0,0,NA,"1994"
"510","TLM072","COEI",1994-06-04,"TLM",2,75.2,51.7,NA,0,0,0,NA,"1994"
"511","TLM072","COEI",1994-06-04,"TLM",3,73,50.8,NA,0,0,0,NA,"1994"
"512","TLM072","COEI",1994-06-04,"TLM",4,75.2,51.9,NA,0,0,0,NA,"1994"
"513","TLM072","COEI",1994-06-04,"TLM",5,74.3,51.7,NA,0,0,0,NA,"1994"
"514","ADS027","SPEI",1994-06-04,"ADS",1,73,44.3,NA,0,0,0,NA,"1994"
"515","ADS027","SPEI",1994-06-04,"ADS",2,72,43.4,NA,0,0,0,NA,"1994"
"516","ADS027","SPEI",1994-06-04,"ADS",3,71.5,43,NA,0,0,0,NA,"1994"
"517","ADS027","SPEI",1994-06-04,"ADS",4,73,44.1,NA,0,0,0,NA,"1994"
"518","ADS027","SPEI",1994-06-04,"ADS",5,74.6,43.6,NA,0,0,0,NA,"1994"
"519","ADS027","SPEI",1994-06-04,"ADS",6,72.7,45.2,NA,0,0,0,NA,"1994"
"520","ADS028","SPEI",1994-06-04,"ADS",1,68.7,44.2,NA,0,0,0,NA,"1994"
"521","ADS028","SPEI",1994-06-04,"ADS",2,68.6,45,NA,0,0,0,NA,"1994"
"522","ADS028","SPEI",1994-06-04,"ADS",3,62.2,43.6,NA,0,0,0,NA,"1994"
"523","ADS028","SPEI",1994-06-04,"ADS",4,66.6,43.7,NA,0,0,0,NA,"1994"
"524","ADS028","SPEI",1994-06-04,"ADS",5,66.7,43,NA,0,0,0,NA,"1994"
"525","ADS029","SPEI",1994-06-04,"ADS",1,69.1,42,NA,0,0,0,NA,"1994"
"526","ADS029","SPEI",1994-06-04,"ADS",2,67.7,44,NA,0,0,0,NA,"1994"
"527","ADS030","SPEI",1994-06-04,"ADS",1,64.5,44.8,NA,0,0,0,NA,"1994"
"528","ADS030","SPEI",1994-06-04,"ADS",2,65.7,45,NA,0,0,0,NA,"1994"
"529","ADS030","SPEI",1994-06-04,"ADS",3,62,44.2,NA,0,0,0,NA,"1994"
